human_gene	chicken_gene
CNTF	CNTF
NAA15	NAA15
AOC3	AOC3
ARHGAP19	ARHGAP19
PRDM13	PRDM13
TPD52	TPD52
CNTD1	CNTD1
C6orf120	C6orf120
CIMIP3	GUCA1ANB
LUC7L3	LUC7L3
SMIM28	SMIM28
NHSL1	NHSL1
SFN	SFN
COL28A1	COL28A1
ENTREP2	FAM189A1
NR0B2	NR0B2
OTX2	OTX2
TENT5B	FAM46B
AFG3L2	AFG3L2
ATP6V1G1	ATP6V1G1
OLFML2A	OLFML2A
DLX1	DLX1
SCD	SCD
LIN28A	LIN28A
PPP1R15B	PPP1R15B
DMRTB1	DMRTB1
SLC4A9	SLC4A9
LCN10	EXFABP
RGS7	RGS7
GSTO2	GSTT1
MTA1	MTA1
UNC80	UNC80
MPLKIP	MPLKIP
PPIB	PPIB
URM1	URM1
AOC2	AOC3
PPP1R3A	PPP1R3A
INA	INA
TMEM244	TMEM244
COA3	COA3
PDZD7	PDZD7
MINAR1	MINAR1
KCNK16	KCNK16
EN2	EN2
SENP8	SENP8
EFR3A	EFR3A
GPR37	GPR37
RIC1	RIC1
CNR2	CNR2
ZCCHC8	ZCCHC8
SCG3	SCG3
GRHL3	GRHL3
HMGB2	HMGB2
CCDC186	CCDC186
KIF6	KIF6
SPMIP7	C7orf72
KCTD2	KCTD2
LIN37	LIN37
GAS2L3	GAS2L3
WDR86	WDR86
POLR3A	POLR3A
CBX8	CBX8
IFRD1	IFRD1
PCTP	PCTP
VPS37B	VPS37B
SCARB2	SCARB2
TMPO	TMPO
ACYP2	ACYP2
DNM3	DNM3
DLX2	DLX2
MREG	MREG
HAPLN4	HAPLN4
CEP55	CEP55
ARHGEF10	ARHGEF10
MARCHF4	MARCH4
DNAJC9	DNAJC9
BNC2	BNC2
ZNF22	ZNF71
PIK3C2G	PIK3C2G
SCN1A	SCN1A
RPP30	RPP30
MIR489	MIR489
POU6F2	POU6F2
OGFRL1	OGFRL1
MIR30C2	gga-mir-30c-2
PPP1R3G	PPP1R3G
CTAGE6	MIA2
ABL1	ABL1
NSD2	WHSC1
MIR214	gga-mir-214
MIR199A2	gga-mir-199-2
FBXW10	CDRT1
RNU6-947P	U6
CPA2	CPA2
H3-4	H3C33
WSCD2	WSCD2
ABCA4	ABCA4
TIMM23B	TIMM23B
SURF6	SURF6
THEMIS	THEMIS
CNNM1	CNNM1
CGRRF1	CGRRF1
ARHGAP8	ARHGAP8
ARMT1	ARMT1
WHRN	WHRN
MYL12B	MYL12B
NR2E1	NR2E1
KIAA1549L	KIAA1549L
ANGEL1	ANGEL1
TMEM97	TMEM97
SULT2A1	SULT
SULT2A1	SULT6B1L
KIAA1217	KIAA1217
SP1	SP1
CEP192	CEP192
TLCD2	TLCD2
BLOC1S5	BLOC1S5
MIR22	gga-mir-22
MEST	MEST
PRRC2C	FMO4
RBMS2	RBMS2
FAM117A	FAM117A
DLGAP5	DLGAP5
TRIM32	TRIM32
PRDM6	PRDM6
IGDCC3	IGDCC3
SLC22A3	SLC22A3
PHPT1	PHPT1
HINT3	HINT3
GCLC	GCLC
TRIP13	TRIP13
CYTIP	CYTIP
DLX3	DLX3
CYP4F11	CYP4B7
NDUFAF8	NDUFAF8
PATJ	PATJ
TMEM141	TMEM141
TNFRSF13B	TNFRSF13B
INTS10	INTS10
NACC2	NACC2
CDC42SE2	CDC42SE2
RPRM	RPRM
HSPA5	HSPA5
PLD6	PLD6
NSG2	HMP19
MED9	MED9
IFI35	IFI35
CCNK	CCNK
FAT3	FAT3
LGR5	LGR5
PLEKHG1	PLEKHG1
NXPH3	NXPH3
CYB5D2	CYB5D2
SLCO4C1	SLCO4C1
CRISP2	CRISP2
SPG11	SPG11
PTPN21	PTPN21
BHMT2	BHMT2
FZD3	FZD3
POU3F3	POU3F3
ASB18	ASB18
GADD45B	GADD45B
NDUFB9	NDUFB9
MIR217	gga-mir-217
MIR216A	gga-mir-216a
MIR216B	gga-mir-216b
INSR	INSR
HSD17B4	HSD17B4
EML1	EML1
GNMT	GNMT
XPO7	XPO7
RSPO3	RSPO3
AQP5	AQP5
KDR	KDR
RPL7A	RPL7A
PDE1B	PDE1B
BORCS6	BORCS6
CYP3A7	CYP3A4
CYP3A7	CYP3A5
GP6	CHIR-IG1-5
GP6	CHIR1AB3
GP6	CHIR-AB-600
GP6	CHIR-AB-502
GP6	IGSF1
GP6	CHIR-AB-487
GP6	CHIR-B3
CNTNAP2	CNTNAP2
TASOR2	FAM208B
ZP1	ZP1
FHIP1A	FHIP1A
ADAMTS10	ADAMTS10
RAB5IF	C20H20ORF24
TTN	TTN
ALDH5A1	ALDH5A1
CREB3	CREB3L4
IGSF9B	IGSF9B
MGME1	MGME1
ADAM8	ADAM8
SH3RF1	SH3RF1
RAN	RAN
PIERCE1	C9orf116
SRRM3	SRRM3
OTUD4	OTUD4
BET1L	BET1L
TOR1B	TOR1B
YWHAG	YWHAG
CPXM1	CPXM1
GADD45GIP1	GADD45GIP1
ZP3	ZP3
ZP3	ZP3L1
ZP3	ZP3L2
HINT2	HINT1
ANKRD29	ANKRD29
CHEK2	CHEK2
SOSTDC1	SOSTDC1
BRD3	BRD3
ARHGAP32	ARHGAP33
LAMP5	LAMP5
SMARCD3	SMARCD3
CALHM6	FAM26F
SHISA6	SHISA6
POLB	POLB
MYDGF	MYDGF
STAU1	STAU1
ELP2	ELP2
DNAH9	DNAH9
RNF216	RNF216
NINJ2	NINJ2
HIF1A	HIF1A
FAM98C	FAM98A
NDUFB6	NDUFB6
SSPN	SSPN
LRRC61	LRRC61
SMCO3	SMCO3
ELP1	IKBKAP
FKBP14	FKBP14
FICD	FICD
MYO3A	MYO3A
BARX2	BARX2
DNAJC30	DNAJC30
CLDN3	CLDN3
NCKAP1L	NCKAP1L
SEC24D	SEC24D
ANKRD49	ANKRD49
RASAL3	RASAL3
TIMM10B	TIMM10B
RIPK2	RIPK2
RGS14	RGS14
CD3E	CD3E
GK	GK2
RELL2	RELL2
FZD1	FZD1
CDO1	CDO1
TRIM29	TRIM29
LAPTM4B	LAPTM4B
C2	C2
FSTL4	FSTL4
ATP6V0A2	ATP6V0A2
HS3ST3A1	HS3ST3A1
PURB	PURB
SNORA74	SNORA74
NHLRC2	NHLRC2
FGL2	FGL2
ZC2HC1A	ZC2HC1A
CYGB	CYGB
CNOT7	CNOT7
EXOSC1	EXOSC1
TRPV6	TRPV6
PARP8	PARP8
PRIM1	PRIM1
SLC23A2	SLC23A2
SRP72	SRP72
RAVER1	RAVER1
SCARNA16	SCARNA16
DBF4B	DBF4B
LMOD2	LMOD2
ST8SIA1	ST8SIA1
MIR138-1	gga-mir-138-1
RRM1	RRM1
MRPS16	MRPS16
TEKT3	TEKT3
PYM1	PYM1
CCNJ	CCNJ
FGD6	FGD6
PYGL	PYGL
HS3ST4	HS3ST4
CREBBP	CREBBP
GSTO1	GSTO2
FSCN2	FSCN2
SF3A2	SF3A2
PDE5A	PDE5A
WBP2	WBP2
TAF1	TAF1
BCCIP	BCCIP
CHRM4	CHRM4
APOA1	APOA1
OPRD1	OPRD1
MAP7D3	MAP7D3
CACNB3	CACNB3
CCDC25	CCDC25
HS3ST2	HS3ST2
ZNF488	ZNF488
FIBCD1	FCN3
VSTM2A	VSTM2A
MAP2K1	MAP2K1
KIF20B	KIF20B
H2BC21	H2BC32
CDH6	CDH6
H3C14	H3C33
IL19	IL19
GLB1L2	GLB1L2
METTL16	METTL16
CPA5	CPA5
CITED4	CITED4
PELO	PELO
PKP1	PKP1
NUP54	NUP54
CAPSL	CAPSL
ZC3H7A	ZC3H7A
DGCR8	DGCR8
NDUFAF5	NDUFAF5
SRSF1	SRSF1
C1QTNF3	C1QTNF3
RPS16	RPS16
EPX	EPX
ACOT12	ACOT12
ACOT9	ACOT9
WDR81	WDR81
MARCHF5	MARCHF5
HLA-DMB	DMB1
HLA-DMB	DMB2
KCTD7	KCTD7
NPM3	NPM3
MMP2	MMP2
BAG4	BAG4
CPNE8	CPNE8
CCDC28A	CCDC28A
TCFL5	TCFL5
CD14	CD14
SURF2	SURF2
TRANK1	TRANK1
MIR490	gga-mir-490
ZC3HAV1L	ZC3HAV1
TRIM41	TRIM41
TAFA3	FAM19A3
DGCR2	DGCR2
RALGAPB	RALGAPB
IQGAP1	IQGAP3
PHOSPHO1	PHOSPHO1
ARL3	ARL3
FAM162B	FAM162B
RELN	RELN
NOL7	NOL7
TAF13	TAF13
MIR194-1	gga-mir-194
EPM2AIP1	ZNF385C
MRPL13	MRPL13
TAGAP	TAGAP
MRPL22	MRPL22
SNORD4A	SNORD4A
CCR8	CCR8
CCR8	CCR8L
SNORD42A	SNORD42
TLCD1	TLCD1
SDC2	SDC2
NUP188	NUP188
KLRD1	YLEC8
KLRD1	YLEC17
KLRD1	YLEC18
KLRD1	YLEC12
KLRD1	YLEC13
MACF1	MACF1
SBF2	SBF2
GXYLT2	GXYLT2
NDUFAF2	NDUFAF2
MTHFD1	MTHFD1
COMMD10	COMMD10
ADCY5	ADCY5
RAB28	RAB28
CCL17	CX3CL1
PDCD5	PDCD5
PANK3	PANK3
GALR2	GALR2
MIR454	gga-mir-454
MIR301A	gga-mir-301b
PRR11	PRR11
CTRB2	CTRB1
MCM10	MCM10
FYB1	FYB1
GYS2	GYS2
VAT1L	VAT1L
EBAG9	EBAG9
MAF	MAF
RTN4RL1	RTN4RL1
DPH1	DPH1
CTRB1	CTRB1
IRF4	IRF4
AGA	AGA
FOXC2	FOXC2
FRYL	FRYL
ECI2	ECI2
POP4	POP4
CLEC1B	YLEC8
CLEC1B	YLEC17
CLEC1B	YLEC18
CLEC1B	YLEC12
CLEC1B	YLEC13
OVCA2	OVCA2
BBS10	BBS10
CRHBP	CRHBP
TAS2R39	TAS2R40
PTPRO	PTPRO
TAS2R40	TAS2R40
PAK3	PAK3
RPS11	RPS11
CHD7	CHD7
HEXIM1	HEXIM1
CTAGE15	MIA2
EIF4H	EIF4H
MMP13	MMP13
BHMT	BHMT2
POLR2A	POLR2A
ODAD2	ARMC4
ZCCHC14	ZCCHC14
ALOX15	ALOX15B
ATXN7L1	ATXN7L1
TPH1	TPH1
MAT2B	MAT2B
JPH3	JPH3
VMO1	VMO1
LRP4	LRP4
PPP1R14D	PPP1R14D
JMJD7	JMJD7
KMT2C	KMT2C
SPATA2	SPATA2
HSD17B1	HSD17B1
CDKL1	CDKL1
PIGU	PIGU
ZFHX3	ZFHX3
SEMA6B	SEMA6B
COASY	COASY
TM2D3	TM2D3
RNF4	RNF4
RPS23	RPS23
CRYAB	CRYAB
ADAMTS18	ADAMTS18
FGF10	FGF10
PSMC3IP	PSMC3IP
ID4	ID4
RFESD	RFESD
WAC	WAC
SRP14	SRP14
SEC23B	SEC23B
FOXF1	FOXF1
CASTOR1	GATSL3
PRAG1	PRAG1
GCNT4	GCNT4
TATDN1	TATDN1
LYVE1	LYVE1
ADAMTS19	ADAMTS19
CRABP1	CRABP1
RNU1-22P	U1
SLC22A10	SLC22A15L
PIF1	PIF1
NFXL1	NFXL1
GSTA1	GSTA2
KCNH4	KCNH4
HCRT	HCRT
DHRS7C	DHRS7C
GRPEL2	GRPEL2
ASIC2	ASIC2
ERGIC1	ERGIC1
TMEM161A	TMEM161A
PRSS35	PRSS35
KAT8	KAT8
ARHGEF39	ARHGEF39
MYH9	MYH9
TMEM30A	TMEM30A
IGFBP1	IGFBP1
LYSMD3	LYSMD3
KRT12	KRT12
ZP2	ZP2
KRT23	KRT23
POU4F3	POU4F3
LHFPL3	LHFPL3
ANKS4B	ANKS4B
GH1	GH
ATG12	ATG12
GSTA2	GSTA2
XNDC1N	XNDC1N
RDH5	RDH5
TMEM33	TMEM33
FERD3L	FERD3L
MT4	MT3
MT1E	MT4
CREB3L1	CREB3L1
RNF122	RNF122
RSRC2	RSRC2
SCN4A	SCN4A
MT1B	MT4
SLC22A7	SLC22A7
RBM33	RBM33
ADCY2	ADCY2
ATP5F1A	ATP5F1AZ
ATP5F1A	ATP5F1AW
SBK1	SBK1
XKR5	TRAM2
SLC22A9	SLC22A15L
TSC1	TSC1
YTHDF3	YTHDF3
ERN1	ERN1
SHH	SHH
LYSMD4	LYSMD4
BOD1L1	BOD1L1
MNX1	MNX1
RPP38	RPP38
SNORD104	SNORD104
SNORA50C	SNORA50C
GCK	GCK
TEX12	TEX12
CUZD1	CUZD1
THAP1	THAP1
CA12	CA12
NPB	ANAPC11
CCR10	CCR10
TESPA1	TESPA1
CNTNAP1	CNTNAP1
BNIP3	BNIP3
CLVS2	CLVS2
NSD3	WHSC1L1
CEP85L	CEP85L
IARS1	IARS
TLCD3A	FAM57A
DUSP5	DUSP5
LAMTOR3	LAMTOR3
GEMIN4	GEMIN4
PLA2G6	PLA2G6
LURAP1	LURAP1
GTPBP4	GTPBP4
STUM	STUM
TOMT	LRTOMT
DEPDC7	DEPDC7
TRIM2	TRIM2
SMAD2	SMAD2
RTF1	RTF1
PPIAL4A	PPIA
PPIAL4C	PPIA
PPIAL4D	PPIA
PPIAL4E	PPIA
PPIAL4F	PPIA
PPIAL4G	PPIA
PPIAL4H	PPIA
KLHL21	KLHL21
HPD	HPD
VPS53	VPS53
FDXACB1	FDXACB1
SPI1	SPI1
HOXA1	HOXA1
UBR4	UBR4
ZNF609	ZNF609
HOXA5	HOXA5
HOXA6	HOXA6
MAJIN	MAJIN
HOXA7	HOXA7
DIRAS1	DIRAS1
ETFA	ETFA
ROBO2	ROBO2
MIR196B	gga-mir-196-2
OAF	OAF
HOXA11	HOXA11
EIF3K	EIF3K
EVX1	EVX1
FKBP6	FKBP6
TMEM171	TMEM171
ABTB2	ABTB2
PPIL4	PPIL4
STK10	STK10
ALDH8A1	ALDH8A1
GPR139	GPR139
HPX	HPX
CASTOR2	GATSL2
ZNF469	ZNF469
PDE7A	PDE7A
OTOA	OTOA
FZD9	FZD9
H3C6	H3C33
ECD	ECD
PDCL2	PDCL2
RPL37	RPL37
ASF1A	ASF1A
PPP4R4	PPP4R4
AKR7L	AKR7A2
C22orf23	C22orf23
PRDM2	PRDM2
HNRNPAB	HNRNPAB
CMSS1	CMSS1
JPH2	JPH2
RMI2	RMI2
ARID4A	ARID4A
TNRC18	TNRC18
MAFF	MAFF
FILIP1L	FILIP1L
PLPP5	PLPP5
STX16	STX16
RHCE	RHCE
RAB33B	RAB33B
RNU6-1191P	U6
CDHR1	CDHR1
EXOSC6	EXOSC6
KIT	KIT
TMEM184B	TMEM184B
SPAM1	SPAM1
GABARAPL2	GABARAPL2
PM20D2	PM20D2
CDCA2	CDCA2
RARS2	RARS2
GNAT1	GNAT1
SLC5A12	SLC5A12
SNX24	SNX24
HBZ	HBZ
ASB6	ASB6
DDX28	DDX28
NEUROD6	NEUROD6
GNG10	GNG10
NFATC3	NFATC3
B3GAT1	B3GAT1
ATP5F1C	ATP5C1
NMUR2	NMUR2
ZCCHC4	ZCCHC4
BAZ1B	BAZ1B
ZCCHC9	ZCCHC9
PLEKHO2	PLEKHO2
ZFP91	ZFP91
SGSM3	SGSM3
HS6ST1	HS6ST1
EDF1	EDF1
TET3	TET3
RIOK3	RIOK3
CASR	CASR
OSER1	OSER1
OTUD7A	OTUD7A
ATP5ME	ATP5I
SMPD2	SMPD2
CIAO2A	FAM96A
TTI1	TTI1
UCK1	UCK1
OLFML1	OLFML1
SAP30	SAP30
CD28	CD28
UBE2K	UBE2K
CARD16	CASP14
CARD16	CASP18
CCDC14	CCDC14
CHP1	CHP1
GAL3ST2	GAL3ST2
REEP2	REEP2
RDH16	RDH16
SRC	SRC
AMDHD1	AMDHD1
NOA1	NOA1
SLCO1B1	SLCO1B3
DMXL2	DMXL2
DPCD	DPCD
CDC14B	CDC14B
MAP9	MAP9
HEPACAM	HEPACAM
ASPG	ASPG
CCNJL	CCNJL
CNGA4	CNGA4
DYNLT1	DYNLT1
VGLL3	VGLL3
SIDT2	SIDT2
DCDC2	DCDC2
RPRD1A	RPRD1A
SP8	SP8
SEMA6A	SEMA6A
DOCK4	DOCK4
MRGBP	MRGBP
XYLB	XYLB
TBC1D20	TBC1D20
PIP4K2A	PIP4K2A
POMK	POMK
ATP8B1	ATP8B1
C4orf46	C4H4ORF46
AFAP1	AFAP1
BICD1	BICD1
MTBP	MTBP
BTAF1	BTAF1
MED23	MED23
APOA5	APOA5
DNAJC5B	DNAJC5B
BIN2	BIN2
SLC31A1	SLC31A1
GMEB2	GMEB2
TMEM80	TMEM80
YWHAZ	YWHAZ
DENND1A	DENND1A
ELF2	ELF2
CDH2	CDH2
OGA	MGEA5
PSMD10	PSMD10
CCDC127	CCDC127
POLA2	POLA2
TUBB4B	TUBB4B
CD4	CD4
ARSG	ARSG
ARPC5	ARPC5
AADAC	AADAC
MYO1E	MYO1E
APOBEC4	APOBEC4
NDOR1	NDOR1
INTS6L	INTS6L
AKNAD1	AKNAD1
USP49	USP49
CCR6	CCR6
FAM131A	FAM131A
TBC1D9B	TBC1D9B
RSPH3	RSPH3
CHMP6	CHMP6
SESN1	SESN1
ABCE1	ABCE1
TRAF6	TRAF6
BHLHA9	BHLHA9
PDE4B	PDE4B
TRARG1	TUSC5
USP2	USP2
CLCN4	CLCN4
TRIM25	TRIM25
ALDOA	ALDOA
BCHE	BCHE
RAB32	RAB32
ARL1	ARL1
VNN1	VNN2
MCUR1	MCUR1
RPL12	RPL12
ZNF750	ZNF750
TMEM121	TMEM121
RNF138	RNF138
METRNL	METRNL
COMMD9	COMMD9
BTBD9	BTBD9
SDK1	SDK1
MCM4	MCM4
MPEG1	MPEG1
SYT4	SYT4
ENDOD1	ENDOD1
SMPD1	SMPD1
WDR77	WDR77
SLC16A10	SLC16A10
OSBPL1A	OSBPL1A
AKAP7	AKAP7
MRC2	MRC2
MTMR3	MTMR3
LFNG	LFNG
INIP	INIP
ADORA3	ADORA3
RFTN1	RFTN1
FOXO6	FOXO6
SUPT3H	SUPT3H
THRSP	THRSP
THRSP	THRSPB
HS2ST1	HS2ST1
HBB	GBE
HBB	HBAD
CHRNB4	CHRNB4
CFAP77	CFAP77
IDS	IDS
SNAPC4	SNAPC4
SLC4A1	SLC4A1
FBXO22	FBXO22
HS3ST6	HS3ST6
H2BC26	H2BC32
UTP15	UTP15
TEKT5	TEKT5
DNMBP	DNMBP
SLC44A5	SLC44A5
NFX1	NFX1
RUNX2	RUNX2
ARHGEF12	ARHGEF12
DEXI	DEXI
YTHDC1	YTHDC1
CCDC71L	CCDC71L
TOMM7	TOMM7
EARS2	EARS2
RIPOR3	FAM65C
HOXA10	HOXA10
SLC24A1	SLC24A1
TMEM178B	TMEM178B
PRSS2	PRSS2
CYP46A1	CYP46A1
CCM2L	CCM2L
TMEM41A	TMEM41A
TLL2	TLL2
ERO1B	ERO1B
NTN3	NTN3
COMMD2	COMMD2
RNU6-453P	U6
MIR144	gga-mir-144
KCNG1	KCNG1
USH1G	USH1G
CYP39A1	CYP39A1
SPATA22	SPATA22
NKD1	NKD1
RGS8	RGS8
MALT1	PCASP1
MAP3K15	MAP3K15
PIGG	PIGG
TICRR	TICRR
A4GNT	A4GNT
EAF2	EAF2
CAMLG	CAMLG
RNF114	RNF114
HTR1F	HTR1F
CELSR2	CELSR2
SLCO2A1	SLCO2A1
BOD1	BOD1
ACIN1	ACIN1
MIR138-2	gga-mir-138-2
ARL2BP	ARL2BP
ARL2BP	ARL2BPL
NIPSNAP3A	NIPSNAP3A
RAD50	RAD50
SUFU	SUFU
PHAF1	PHAF1
WDR44	WDR44
SAPCD2	SAPCD2
RNASEK	RNASEK
PRC1	PRC1
LACTBL1	LACTBL1
SNTA1	SNTA1
STOML2	STOML2
SLC16A13	SLC16A13
TBX20	TBX20
ATG9B	ATG9B
NFKBIE	NFKBIE
PPP1R2	PPP1R2
DLGAP4	DLGAP4
FRK	FRK
GBX1	GBX1
FOXL3	FOXL3
TMEM208	TMEM208
ASZ1	ASZ1
QRICH2	QRICH2
GPLD1	GPLD1
CLCA2	CLCA2
SLC6A11	SLC6A11
TET1	TET1
EIF4EBP1	EIF4EBP1
KCTD19	KCTD19
DSCC1	DSCC1
RNU1-151P	U1
NUDT4B	NUDT4
NEUROG3	NEUROG3
KIN	KIN
ZBTB14	ZBTB14
ARHGAP31	ARHGAP31
CTTNBP2	CTTNBP2
ASB7	ASB7
SARAF	SARAF
FBXW7	FBXW7
ATP5F1D	ATP5D
STMN3	STMN3
RNF152	RNF152
RBPMS2	RBPMS2
BMP2	BMP2
PDCD11	PDCD11
DNAAF9	DNAAF9
TMPRSS5	TMPRSS5
SLC25A48	SLC25A48
GDAP1	GDAP1
CHPF2	CHPF2
PDHA1	PDHA2
YARS2	YARS2
COG8	GCOG8
KLHL42	KLHL42
SLC45A4	SLC45A4
MAN2B2	MAN2B2
PDF	PDF
IYD	IYD
SLC17A8	SLC17A8
SEPHS2	SEPHS3
LZTFL1	LZTFL1
MATN1	MATN1
SRGAP1	SRGAP1
LMNB1	LMNB1
CCNB2	CCNB1
SFPQ	SFPQ
CKS2	CKS2
EXOSC5	EXOSC5
TGS1	TGS1
UGCG	UGCG
CTAGE8	MIA2
RPL18A	RPL18A
TRIM27	TRIM105
NAT1	PNAT10
NAT1	PNAT3
NAT1	NAT
PSMF1	PSMF1
GNAZ	GNAZ
SH3GLB2	SH3GLB2
CETN3	CETN3
PRG2	PGR2/3
MRPL15	MRPL15
STRA8	STRA8
ZNF423	ZNF423
GRIFIN	GRIFIN
CTAGE4	MIA2
ARHGEF3	ARHGEF3
CDC14C	CDC14B
BMP8B	BMP8A
OXCT2	OXCT1
FAM237B	FAM237B
RBM39	RBM23
SUN2	SUN2
TRIT1	TRIT1
GRID2IP	GRID2IP
ADCY7	ADCY7
NREP	NREP
ARFGEF1	ARFGEF1
ZFAND3	ZFAND3
LMNB2	LMNB2
SPIN2B	SPIN1
SPIN2B	SPIN1L
NEK1	NEK1
RSL24D1	RSL24D1
ADTRP	ADTRP
CSTF2	CSTF2
BMPER	BMPER
YPEL2	YPEL2
SOX6	SOX6
SMPDL3A	SMPDL3A
NCAPG	NCAPG
SSH1	SSH1
ZNF507	ZNF507
CLMN	CLMN
ARFGEF3	ARFGEF3
ABHD17C	ABHD17C
EDC3	EDC3
TENT4B	PAPD5
HSD17B10	HSD17B10
TRGC2	TARP
IAPP	IAPP
TRGV9	TARP
PPRC1	PPRC1
TRGV8	TARP
BIN3	BIN3
TRGV5	TARP
ABHD12B	ABHD12B
MMAB	MMAB
TRGV4	TARP
TRGV3	TARP
TRGV2	TARP
TRGV1	TARP
CKLF	CKLF
TRGC1	TARP
TCTE1	TCTE1
XRCC2	XRCC2
CA5B	CA5A
KDM1B	KDM1B
FRMD4B	FRMD4B
SEPTIN6	SEPTIN6
CEBPG	CEBPG
CBLL1	CBLL1
RTRAF	RTRAF
MICOS13	C19orf70
CMTM4	CMTM4
C1orf226	NOS1AP
TJP1	TJP1
LRGUK	LRGUK
DNMT1	DNMT1
VIP	VIP
SQLE	SQLE
TK2	TK2
UPK1B	UPK1B
NEIL3	NEIL3
MIR148A	gga-mir-148a
DGKA	DGKA
UQCRHL	UQCRHL
ANKRD61	ANKRD61
SAMD9	SAMD9L
IL10	IL10
ELOVL6	ELOVL6
SNORD7	SNORD7
MIR29A	gga-mir-29a
MIR29B1	gga-mir-29b-1
AGT	AGT
AUTS2	AUTS2
ANKS6	ANKS6
SNORA58B	SNORA58B
BCL2L15	BCL2L15
ADAM21	ADAM9L
DIP2C	DIP2C
NPFFR2	NPFFR2
DCAF11	DCAF11
CHCHD7	CHCHD7
CCNA2	CCNA2
AHSG	AHSG
ABCA10	ABCA9
ABCA10	ABCA8
SLF2	SLF2
AADACL3	AADACL3C
AADACL3	AADACL3B
PRDM5	PRDM5
CFAP107	C1orf158
TMEM109	TMEM109
COL12A1	COL12A1
TMEM68	TMEM68
SAA4	SAA
ANP32B	ANP32B
GRIP2	GRIP2
PTS	PTS
CNDP2	CNDP2
AADACL4	AADACL3C
AADACL4	AADACL3B
FGD3	FGD3
VEGFD	VEGFD
KMT2E	KMT2E
CISH	CISH
KY	KY
LRRC38	LRRC38
LCOR	LCOR
LYST	LYST
CLK4	CLK4
MND1	MND1
NDUFAF6	NDUFAF6
TM4SF4	TM4SF4
FOLR1	FOLR3
FOLR1	FOLR1
CDC123	CDC123
HACD2	HACD2
KRT15	KRT13
DERL1	DERL1
SMIM20	SMIM20
CLIC2	CLIC2
SMARCA5	SMARCA5
ALPK3	ALPK3
COL4A5	COL4A5
RPS27L	RPS27L
YAF2	YAF2
CCDC92B	CCDC92B
BTBD17	BTBD17
ZNF280D	ZNF280D
CBX2	CBX2
NSA2	NSA2
SEPTIN14	SEPTIN2L
OMG	OMG
CKAP4	CKAP4
UBAC1	UBAC1
MIR193A	gga-mir-193a
PTTG1	PTTG2
MIR365B	MIR365B
UTP23	UTP23
SETD5	SETD5
DNAAF11	LRRC6
PDILT	PDILT
PIGL	PIGL
EPDR1	EPDR1
PSD	PSD
KCNA3	KCNA3
SNORA50A	SNORA50A
ZC3H11B	ZC3H11A
RABGAP1	RABGAP1
NME8	NME8
TUBB3	TUBB3
ATP6V1G3	ATP6V1G3
MIR181A1	gga-mir-181a-1
TRPV2	TRPV2
RGS2	RGS2
IRAG1	IRAG1
SNTG1	SNTG1
APOBEC2	APOBEC2
CRYBG2	AIM1L
LRRC73	LRRC73
SIM1	SIM1
TMEM234	TMEM234
LY86	LY86
KLHL11	KLHL11
CNP	CNP
TIMM23	TIMM23B
TMPRSS6	TMPRSS6
PZP	A2ML1
PZP	A2ML2
BMP5	BMP5
GC	GC
HSPB9	HSPB9
GP1BA	LRRC26
BPHL	BPHL
TRAF4	TRAF4
GADD45A	GADD45A
TERT	TERT
CACTIN	CACTIN
IKZF5	IKZF5
ESRRG	ESRRG
MIR96	gga-mir-96
MIR183	gga-mir-183
ZFX	ZFX
TRRAP	TRRAP
GMFB	GMFB
CSHL1	GH
LHPP	LHPP
BLM	BLM
OARD1	OARD1
PKP3	PKP3
ITPRIPL2	ITPRIPL2
PITPNA	PITPNA
NEIL2	NEIL2
SMNDC1	SMNDC1
NDUFC2	NDUFC2
CRIP2	CRIP2
TRIM36	TRIM36
MKNK2	MKNK2
RAD9A	RAD9A
MARVELD3	MARVELD3
GNB3	GNB3
SNORD71	SNORD71
NET1	NET1
CLEC3A	CLEC3A
SEZ6	SEZ6
SLC25A46	SLC25A46
ST3GAL1	ST3GAL1
ERCC4	ERCC4
CMTM8	CMTM8
CHRNB2	CHRNB2
TMEM170B	TMEM170B
AKAP12	AKAP12
UBLCP1	UBLCP1
UBE2D3	UBE2D3
RET	RET
TCF21	TCF21
RILPL2	RILPL2
NIT2	NIT2
CIAO2B	FAM96B
COQ5	COQ5
B9D1	B9D1
FNDC1	FNDC1
S100A12	S100A12
RACK1	RACK1
TNFRSF18	TNFRSF18
TM4SF1	TM4SF1
B3GALT6	B3GALT6
ADGRG7	ADGRG7
C1QTNF12	FAM132A
PLEKHO1	PLEKHO1
MTM1	MTM1
EME2	EME2
CCDC71	CCDC71
GRAMD1C	GRAMD1C
DLK1	DLK1
SCML4	SCML4
KCNG4	KCNG4
REXO1	REXO1
SSTR2	SSTR2
CPSF4L	ZC3H3
NDUFA8	NDUFA8
RNF222	RNF222
HSDL2	HSDL2
TFAM	TFAM
GSG1L2	GSG1L2
HNF1A	HNF1A
TAS1R3	TAS1R3
CLDN20	CLDN20
IMPA1	IMPA1
ZNF292	ZNF292
CHD9	CHD9
RNU1-154P	U1
CD5	PIT54
CD5	CD163L
CD5	DMBT1
CD5	NTL
GJA1	GJA1
ELOVL2	ELOVL2
MKI67	MKI67
DNAJB13	DNAJB13
UST	UST
CUL9	CUL9
CD6	CD6
DCAF7	DCAF7
MVB12A	MVB12A
UNC5B	UNC5B
