Gene.name	Human.gene.name
CLRN2	CLRN2
ANGPT1	ANGPT1
RPRM	RPRM
FECH	FECH
UMODL1	UMODL1
TMEM64	TMEM64
ONECUT2	ONECUT2
LYRM4	LYRM4
QDPR	QDPR
NECAB1	NECAB1
SFTPA2	SFTPA1
SFTPA2	SFTPA2
PPP1R3G	PPP1R3G
C2H5ORF22	C5orf22
POLR3B	POLR3B
FAM234B	FAM234B
HMBOX1	HMBOX1
HMGCR	HMGCR
DROSHA	DROSHA
FAM180A	FAM180A
	PCDHB3
C8orf88	C8orf88
GSG1	GSG1
CDH6	CDH6
SLC13A4	SLC13A4
MBL2	MBL2
ABL2	ABL2
SYT10	SYT10
TOR3A	TOR3A
ASCL1	ASCL1
ANKRD31	ANKRD31
KIF13B	KIF13B
TMEM55A	PIP4P2
MYLIP	MYLIP
TMTC2	TMTC2
PKP2	PKP2
RASGEF1A	RASGEF1A
EMP1	EMP1
UGT1A1	UGT1A1
OTUD6A	OTUD6B
GRIN2B	GRIN2B
YARS2	YARS2
CSGALNACT2	CSGALNACT2
TNN	TNN
LDB2	LDB2
CCBE1	CCBE1
ABCG1	ABCG1
USP40	USP40
MRPS14	MRPS14
TFF3	TFF2
TAPT1	TAPT1
SLC6A15	SLC6A15
GMPR2	GMPR
NUP35	NUP35
CACYBP	CACYBP
TMPRSS3	TMPRSS3
ATXN1	ATXN1
GCNT4	GCNT4
DNM1L	DNM1L
RET	RET
CDC37L1	CDC37L1
UBASH3A	UBASH3A
MSX1	MSX1
DUSP19	DUSP19
AK3	AK3
ATF7IP	ATF7IP
PRSS55	PRSS55
PRSS55	PRSS51
BMS1	BMS1
	ME2
FGD4	FGD4
SLC18A3	SLC18A3
SLC26A7	SLC26A7
	RP1L1
SOX7	SOX7
TSPAN19	TSPAN19
RBM24	RBM24
GPR52	GPR52
RSPO2	RSPO2
FAM8A1	FAM8A1
RSPH1	RSPH1
STK32B	STK32B
FAM20B	FAM20B
PINX1	PINX1
PCDHB4	PCDHB4
C18orf32	C18orf32
CYTL1	CYTL1
NUP153	NUP153
SLC37A1	SLC37A1
NCKAP1	NCKAP1
XKR6	XKR6
RCL1	RCL1
PLBD1	PLBD1
RALGPS2	RALGPS2
ALX1	ALX1
PDE9A	PDE9A
DNAJB5	DNAJB5
CDYL	CDY1B
CDYL	CDY1
CDYL	CDY2B
CDYL	CDY2A
CDYL	CDYL
RESF1	RESF1
FRZB	FRZB
KDM4C	KDM4C
EVC2	EVC2
SKOR2	SKOR2
ANGPTL1	ANGPTL1
RUNX1T1	RUNX1T1
WDR4	WDR4
FAM199X	FAM199X
CRY1	CRY1
LONRF3	LONRF3
CBWD1	ZNG1E
CBWD1	ZNG1C
CBWD1	ZNG1F
NDUFV3	NDUFV3
FAM167A	FAM167A
OSR2	OSR2
EVC	EVC
COMMD5	COMMD5
ECI2	ECI2
SPIC	SPIC
DOCK8	DOCK8
VPS13B	VPS13B
RASSF9	RASSF9
PARPBP	PARPBP
BLK	BLK
PRPF4B	PRP4K
MAP2	MAP2
GATA4	GATA4
GUCY2C	GUCY2C
NEIL2	NEIL2
PCDHGC3	PCDHGC5
PMCH	PMCH
VCP	VCP
PKNOX1	PKNOX1
SYNGAP1	RASAL2
PXDC1	PXDC1
CRMP1	CRMP1
RGS22	RGS22
SLC22A23	SLC22A23
KANK1	KANK1
NTS	NTS
LRP1B	LRP1B
UNC80	UNC80
POU4F1L	POU5F2
RNF19A	RNF19A
	TCF4
NUP37	NUP37
FDFT1	FDFT1
OTP	OTP
PSMG4	PSMG4
IER3IP1	IER3IP1
MGAT4C	MGAT4C
VMA21	VMA21
RPEL1	RPE
RPEL1	RPEL1
C12orf50	C12orf50
SEC16B	SEC16B
TUBB2B	TUBB2B
TUBB2B	TUBB2A
CELF4	CELF4
C12orf29	RLIG1
	PCDHGA2
PUM3	PUM3
CTSB	CTSB
GPR50	GPR50
RC3H1	RC3H1
	SNORA12
SERPINC1	SERPINC1
SNORA74	SNORA74B
SNORA74	SNORA74C-1
SNORA74	SNORA74C-2
SNORA74	SNORA74
	PCDHGB4
	PCDHGB5
JAKMIP1	JAKMIP1
BPHL	BPHL
ANKRD46	ANKRD46
SV2C	SV2C
UBE2R2	UBE2R2
CEP290	CEP290
KANSL1L	KANSL1L
ZBTB37	ZBTB37
PABPC1	PABPC1
PABPC1	PABPC3
WFS1	WFS1
RIPK1	RIPK1
RNF180	RNF180
HMGB3	HMGB3
KDM6A	UTY
KDM6A	KDM6A
KATNAL2	KATNAL2
GDF6	GDF6
ACADL	ACADL
CCDC53	WASHC3
NQO2	NQO2
TMTC3	TMTC3
UQCRB	UQCRB
UBAP2	UBAP2
DRAM1	DRAM1
RNASE6	RNASE11
RNASE6	RNASE2
RNASE6	RNASE3
NPL	NPL
UBAP2L2	UBAP2
DMRT1	DMRT3
FUNDC1	FUNDC1
CD99L2	CD99L2
TMEM252	TMEM252
MTERF3	MTERF3
LAMC1	LAMC1
DUSP22	DUSP22
PTDSS1	PTDSS1
CRHBP	CRHBP
KITLG	KITLG
GNPTAB	GNPTAB
S100Z	S100Z
KIAA1328	KIAA1328
SYCP3	FAM9A
SYCP3	FAM9C
SYCP3	SYCP3
SYCP3	FAM9B
TPGS2	TPGS2
LAMC2	LAMC2
IRF4	IRF4
IMP3	IMP3
FANCG	FANCG
PPP2R2C	PPP2R2C
MTMR1	MTMR1
	RASA1
EFHC2	EFHC2
CPS1	CPS1
NMNAT2	NMNAT2
UCN	UCN
SDC2	SDC2
HDAC3	HDAC3
UHRF1BP1L	BLTP3B
DMRT2	DMRT2
CHPT1	CHPT1
MTM1	MTM1
AQP7	AQP7B
AQP7	AQP7
MAN2B2	MAN2B2
RELL2	RELL2
ACTR6	ACTR6
CPQ	CPQ
SMG7	SMG7
NCF2	NCF2
MYL1	MYL1
EXOC2	EXOC2
SERINC5	SERINC5
PIGO	PIGO
SCYL2	SCYL2
ARPC5	ARPC5
MTDH	MTDH
MTDH	MAMSTR
MAOB	IL4I1
MAOB	MAOB
FCHSD1	FCHSD1
PINLYP	PINLYP
PINLYP	LYPD8
LANCL1	LANCL1
APOBEC4	APOBEC4
	IFNA6
	IFNW1
	IFNE
	IFNA4
	IFNA1
	IFNA14
	IFNK
	IFNA10
	IFNA2
	IFNB1
	IFNA8
	IFNA16
	IFNA5
	IFNA13
	IFNA17
	IFNA21
	IFNA7
STOML2	STOML2
MAOA	MAOA
KIAA0232	KIAA0232
GMDS	GMDS
SLC17A8	SLC17A8
	ZSWIM6
LAPTM4B	LAPTM4B
MYBPC1	MYBPC1
MTX3	MTX3
EFCAB6	EFCAB6
ARAP3	ARAP3
NR1H4	NR1H4
RGL1	RGL1
FAM214B	ATOSB
PTCD2	PTCD2
CMAS	CMAS
GAS2L3	GAS2L3
MYLK4	MYLK4
COLGALT1	COLGALT2
RERG	RERG
WRNIP1	WRNIP1
TBC1D14	TBC1D14
ANO4	ANO4
APPL2	APPL2
TSEN15	TSEN15
SLC5A8	SLC5A8
MAMLD1	MAMLD1
PCDH1	PCDH1
WASHC4	WASHC4
BACH1	BACH1
ERBB4	ERBB4
SERPINB1	SERPINB1
MATN2	MATN2
DELE	DELE1
TADA2B	TADA2B
PCDH12	PCDH12
GRIK1	GRIK1
CECR2	CECR2
GRPEL1	GRPEL1
C1orf21	C1orf21
FBXO38	FBXO38
MRPS27	MRPS27
RPL30	RPL30
NR2C1	NR2C1
CLDN8	CLDN8
SORCS2	SORCS2
ALDH1L2	ALDH1L2
TENM1	TENM1
CD14	CD14
RIDA	RIDA
UTP20	UTP20
SLCO1A2	SLCO1A2
TMCO6	TMCO6
SLC41A2	SLC41A2
POP1	POP1
SERPINB2	SERPINB10
EDEM3	EDEM3
OVAL	SERPINB4
OVAL	SERPINB3
IAPP	IAPP
MAP1B	MAP1B
USP15	USP15
NIPAL2	NIPAL2
NDUFA2	NDUFA2
OVALY	SERPINB4
OVALY	SERPINB3
PDE3A	PDE3A
ARL1	ARL1
ZFC3H1	ZFC3H1
TIAM1	TIAM1
NUP205	NUP205
YWHAZ	YWHAZ
IK	IK
DCAF12L2	DCAF12
AVPR1A	AVPR1A
OVALX	SERPINB4
OVALX	SERPINB3
SLCO1B3	SLCO1B3
SLCO1B3	SLCO1B1
IKZF2	IKZF2
SPRY3	SPRY3
ARHGEF28	ARHGEF28
WDR55	WDR55
FAM129A	NIBAN1
FGD6	FGD6
AFAP1L1	AFAP1L1
SOD1	SOD1
UTP15	UTP15
ZNF706	ZNF706
RNF2	RNF2
IL17B	IL17B
SERPINB12	SERPINB11
CREB3L4	CREB3
PCYOX1L	PCYOX1L
CHST11	CHST11
GRHL2	GRHL2
ANKRA2	ANKRA2
VEZT	VEZT
IL17RA	IL17RA
SERPINB5	SERPINB5
GRPEL2	GRPEL2
TXNRD1	TXNRD1
AMY2A	AMY1B
AMY2A	AMY2B
AMY2A	AMY1C
AMY2A	AMY2A
AMY2A	AMY1A
HDHD5	HDHD5
TLN1	TLN1
METAP2	METAP2
SCAF4	SCAF4
VPS4B	VPS4B
SMARCA2	SMARCA2
FGFR4	FGFR4
KDSR	KDSR
USP44	USP44
	KLF18
	KLF14
	KLF17
FAM19A2	TAFA2
VLDLR	VLDLR
CBS	CBS
KCNMB4	KCNMB4
BCL2	BCL2
UBAP1	UBAP1
SPAG16	SPAG16
gga-mir-206	MIR206
NRG2	NRG2
NFYB	NFYB
	ARK2N
NTN4	NTN4
CECR1	ADA2
MIR133B	MIR133B
KLF8	KLF8
SNRPF	SNRPF
CCT2	CCT2
RFX3	RFX3
KCNS2	KCNS2
PSD2	PSD2
AMDHD1	AMDHD1
U2AF1	U2AF1
RIOK2	RIOK2
HCFC2	HCFC2
NCALD	NCALD
NTNG1	NTNG1
PGM5	PGM5
CAND1	CAND1
CRYAA	CRYAA
HAL	HAL
LIX1	LIX1
VWC2L	VWC2L
PHF21B	PHF21B
SIK1	SIK1
RRAGA	RRAGB
PHLPP1	PHLPP1
TP53I3	TP53I3
LTA4H	LTA4H
KIF24	KIF24
NUDT2	NUDT2
TCP11X2	TCP11L2
CXXC5	CXXC5
RRM2B	RRM2B
MCAT	MCAT
HSF2BP	HSF2BP
MEGF10	MEGF10
PIK3R1	PIK3R1
BARD1	BARD1
RRP1B	RRP1
RRP1B	RRP1B
DYRK2	DYRK2
ELK3	ELK3
TSPO	TSPO
ATP5F1AW	ATP5F1A
VAV3	VAV3
INFG	IFNG
ST8SIA4	ST8SIA4
CKAP4	CKAP4
SLC1A1	SLC1A1
TTLL12	TTLL12
THAP1	THAP1
ABCA12	ABCA12
PDXK	PDXK
UBE2D2	UBE2D2
CDK17	CDK17
MYORG	MYORG
CFAP54	CFAP54
AGPAT3	AGPAT3
ZCCHC2	ZCCHC2
ATIC	ATIC
SLC25A24	SLC25A24
MTMR9	MTMR9
TMEM173	STING1
RNF170	RNF170
IPO11	IPO11
TRAPPC10	TRAPPC10
TNFRSF11A	TNFRSF11A
GATD3A	GATD3
SCUBE1	SCUBE1
STK3	STK3
LYZ	LYZ
FN1	FN1
H2BC32	H2BC1
H1-010	H1-6
CSNK1A1	CSNK1A1
YEATS4	YEATS4
KIAA1468	RELCH
TSPAN8	TSPAN8
LRRC70	LRRC70
DENND5B	DENND5B
MPPED1	MPPED1
FAM102B	EEIG2
LGR5	LGR5
MREG	MREG
ZNF366	ZNF366
HENMT1	HENMT1
HOOK3	HOOK3
WDR91	WDR91
N4BP3	N4BP3
	MYORG
TMEM174	TMEM174
UBR5	UBR5
SYT1	SYT1
TMEM140	TMEM140
IFNL3A	IFNL1
IFNL3A	IFNL3
IFNL3A	IFNL2
GRK6	GRK6
ARHGEF9	ARHGEF9
	AGBL3
gga-mir-218-1	MIR218-1
ODF1	ODF1
B4GALT7	B4GALT7
ICOSLG	ICOSLG
FNDC7	FNDC7
NUP50	NUP50
LOXHD1	LOXHD1
LMAN2	LMAN2
PDE6H	PDE6H
IFNAR1	IFNAR1
IFNL3	IFNL1
IFNL3	IFNL3
IFNL3	IFNL2
RNF165	ARK2C
KLF10	KLF10
FAM60A	SINHCAF
ARHGDIB	ARHGDIB
KCMF1	KCMF1
AZIN1	AZIN1
PTPRD	PTPRD
RGS14	RGS14
STXBP3	STXBP3
CZH18ORF25	ARK2N
CDX4B	CDX4
ERP27	ERP27
DNAJC28	DNAJC28
CAPRIN2	CAPRIN2
KIAA0930	KIAA0930
PIGN	PIGN
IFNGR2	IFNGR2
TMBIM4	TMBIM4
SLC34A1	SLC34A1
CHIC1	CHIC1
HAUS1	HAUS1
MGP	MGP
TMEM50B	TMEM50B
IPO8	IPO8
FAM92A	CIBAR1
TMEM171	TMEM171
ATP5F1AZ	ATP5F1A
AKNAD1	AKNAD1
HELB	HELB
RNF38	RNF38
GART	GART
ART4	ART4
UPK3A	UPK3A
UBE2F	UBE2F
SON	SON
SMC1B	SMC1B
DONSON	DONSON
TMTC1	TMTC1
CLCC1	CLCC1
PSTPIP2	PSTPIP2
	FCHO2
DRD1	DRD1
MBD2	MBD2
MBD2	MBD1
WDR47	WDR47
TAL2	TAL2
RBM12B	RBM12B
SMCO3	SMCO3
EPG5	EPG5
RBM44	RAMP1
SREK1	SREK1
GRIP1	GRIP1
ERAP1	ERAP1
RNF152	RNF152
SIGLEC15	SIGLEC15
CRYZL1	CRYZL1
TMEM67	TMEM67
SLC14A2	SLC14A2
MC4R	MC4R
RAB3IP	RAB3IP
	SLC14A2
CAMSAP2	CAMSAP2
DDX11	DDX11
FOXQ1	FOXQ1
GLOD5	GLOD5
H1-01	H1-6
ARFGAP3	ARFGAP3
SETBP1	SETBP1
SFXN1	SFXN1
MYRFL	MYRFL
CWC27	CWC27
H2BC32	H2BC11
H2BC32	H2BC26
H2BC32	H2BC21
H2BC32	H2BC17
H2BC32	H2BC3
WASHC1	WASHC1
WASHC1	WASH6P
SYT4	SYT4
PDP1	PDP1
CDH17	CDH17
CNOT2	CNOT2
PACSIN2	PACSIN2
	H4C7
DDX59	DDX59
KIF20A	KIF20A
ADAMTS6	ADAMTS6
CAST	CAST
BEST3	BEST3
TTLL1	TTLL1
LRRFIP1	LRRFIP1
ITSN1	ITSN1
CENPK	CENPK
TMEM5	RXYLT1
GEM	GEM
RIT2	RIT2
SLC6A13	SLC6A13
RIBC1	RIBC2
GRIA3	GRIA3
KIF14	KIF14
PPWD1	PPWD1
	ZNF532
RAD54B	RAD54B
RAB17	RAB17
BRD8	BRD8
KDM5A	KDM5A
SLCO4C1	SLCO4C1
SLCO4C1	SLCO6A1
NHP2	NHP2
FSBP	FSBP
PTPRQ	PTPRQ
	SOWAHD
PCSK1	PCSK1
C1GALT1C1	C1GALT1C1
C1GALT1C1	C1GALT1C1L
TRIM14	TRIM14
CCDC77	CCDC77
TRIM23	TRIM23
H2AC39	H2AC20
NANS	NANS
MYF6	MYF6
IL1RAPL2	IL1RAPL2
SHLD3	SHLD3
MYF5	MYF5
	LIN7A
B4GALNT3	B4GALNT3
KIAA1429	VIRMA
FBLN1	FBLN1
MCTS1	MCTS2
MCTS1	MCTS1
NR5A2	NR5A2
SRGAP1	SRGAP1
CUL4B	CUL4B
ABLIM3	ABLIM3
NINJ2	NINJ2
CA9	CA9
ESRP1	ESRP1
	H2AC1
TRABD2A	TRABD2A
TRAPPC13	TRAPPC13
SH3TC2	SH3TC2
ADRB2	ADRB2
ATP6V1E1	ATP6V1E2
ATP6V1E1	ATP6V1E1
POLR1D	POLR1D
DPY19L4	DPY19L4
SMAD7B	SMAD7
	H2AC20
MLPH	MLPH
SGTB	SGTB
UBTD2	UBTD2
ATXN10	ATXN10
RFX6	RFX6
ARHGEF39	ARHGEF39
	MIER3
ACSS3	ACSS3
H3C33	H3C14
WNK1	WNK1
GOPC	GOPC
BCL2L13	BCL2L13
NLN	NLN
IFNW1	IFNA6
IFNW1	IFNW1
IFNW1	IFNE
IFNW1	IFNA4
IFNW1	IFNA1
IFNW1	IFNA14
IFNW1	IFNK
IFNW1	IFNA10
IFNW1	IFNA2
IFNW1	IFNB1
IFNW1	IFNA8
IFNW1	IFNA16
IFNW1	IFNA5
IFNW1	IFNA13
IFNW1	IFNA17
IFNW1	IFNA21
IFNW1	IFNA7
H2AC32	H2AC1
PTPRC	PTPRC
PIGG	PIGG
DCBLD1	DCBLD1
	GPBP1
STK10	STK10
ROS1	ROS1
WIF1	WIF1
COL6A3	COL6A3
INTS8	INTS8
RAD52	RAD52
ATP6V1G3	ATP6V1G3
LEMD3	LEMD3
WNT7B	WNT7B
VGLL2	VGLL2
RPS19BP1	RPS19BP1
IFNA3	IFNA6
IFNA3	IFNW1
IFNA3	IFNE
IFNA3	IFNA4
IFNA3	IFNA1
IFNA3	IFNA14
IFNA3	IFNK
IFNA3	IFNA10
IFNA3	IFNA2
IFNA3	IFNB1
IFNA3	IFNA8
IFNA3	IFNA16
IFNA3	IFNA5
IFNA3	IFNA13
IFNA3	IFNA17
IFNA3	IFNA21
IFNA3	IFNA7
SH3PXD2B	SH3PXD2B
ERBIN	ERBIN
MMP16	MMP16
NEURL1B	NEURL1B
	NIPBL
ERC1	ERC1
RIPK2	RIPK2
VAMP7	VAMP7
MSRB3	MSRB3
ATF4	ATF4
CACNA1I	CACNA1I
PURA	PURA
NEK7	NEK7
CMYA5	CMYA5
HACE1	HACE1
CHRNB3	CHRNB3
MIEF1	MIEF1
C7	C7
CCNE2	CCNE2
CXCR7	ACKR3
F13B	F13B
LAMP2	LAMP2
CFH	CFHR5
CFH	CFHR4
	CHD1
PAPD4	TENT2
FST	FST
CPLX1	CPLX1
SOBP	SOBP
COPS8	COPS8
SUB1	SUB1
PPFIA2	PPFIA2
IQCA1	IQCA1
MRPS30	MRPS30
PDSS2	PDSS2
CETN2	CETN1
CHD1	CHD1
IL22	IL22
ASB18	ASB18
SLC7A7	SLC7A13
C6	C6
CXorf57	RADX
GBX2	GBX2
PLCXD3	PLCXD3
KCNT2	KCNT2
TP53INP1	TP53INP1
MDM1	MDM1
MICAL3	MICAL3
OXCT1	OXCT2
OXCT1	OXCT1
MGAT3	MGAT3
	ZFR
HOMER1	HOMER1
BEND3	BEND3
FAM174A	FAM174A
JMY	JMY
C5orf51	FBXO4
RAP1B	RAP1B
TAB1	TAB1
PCGF3	PCGF3
BHMT2	BHMT2
BHMT2	BHMT
OSGIN2	OSGIN2
SYNGR1	SYNGR1
C6orf203	MTRES1
AGAP1	AGAP1
PHAX	PHAX
NDUFS4	NDUFS4
NDUFAF6	NDUFAF6
CDC73	CDC73
MBLAC2	MBLAC2
PEX26	PEX26
TUBA8B	TUBA8
DMGDH	DMGDH
NUP107	NUP107
TUBA8A	TUBA8
	SUB1
ATP5O	ATP5PO
LMNB1	LMNB1
RPL3	RPL3
LHFPL2	LHFPL2
B3GALT2	B3GALT2
PDGFB	PDGFB
NUS1	NUS1
GLRX2	GLRX2
USP41	USP18
PRRC1	PRRC1
MRPS6	MRPS6
DSE	DSE
CBX7	CBX7
FAM46B	TENT5B
SLC35E3	SLC35E3
SCAMP1	SCAMP1
ERCC8	ERCC8
NBN	NBN
TROVE2	RO60
ZNF185	ZNF185
CBX6	CBX6
TRPM8	TRPM8
SLC5A3	SLC5A3
MDM2	MDM2
NPTXR	NPTXR
NDUFAF2	NDUFAF2
NT5DC1	NT5DC1
UCHL5	UCHL5
DNAL4	DNAL4
RNF128	RNF128
PTPRO	PTPRO
CPM	CPM
TBC1D8B	TBC1D8B
SPP2	SPP2
PPP1R8	PPP1R8
ELL2	ELL2
EEF1E1	EEF1E1
RGS2	RGS2
ACO2	ACO2
ZSWIM6	ZSWIM6
PASD1	PASD1
IL7R	IL7R
CAP2	CAP2
MGST1	MGST1
TMEM19	TMEM19
RAB21	RAB21
TUBB2A	TUBB2B
TUBB2A	TUBB2A
THEMIS2	THEMIS2
ARL4C	ARL4C
MARCH3	MARCHF3
TOB2	TOB2
RGS4	RGS4
CAPSL	CAPSL
AP3B1	AP3B1
GTPBP1	GTPBP1
CLVS2	CLVS2
RPA2	RPA2
NAB1	NAB1
ATP1B4	ATP1B4
PLEKHF2	PLEKHF2
SMPDL3A	SMPDL3A
SMPDL3B	SMPDL3B
PHF5A	PHF5A
JOSD1	JOSD1
EPS8	EPS8
NEMP2	NEMP2
ITGA2	ITGA2
TOMM22	TOMM22
XKR8	XKR8
KCNE2	KCNE2
TBC1D15	TBC1D15
FABP7	FABP7
SPIN1L	SPIN1
SPIN1L	SPIN2A
SPIN1L	SPIN4
SPIN1L	SPIN3
SPIN1L	SPIN2B
RGS13	RGS13
TEF	TEF
RGS1	RGS1
C8orf37	CFAP418
CBY1	CBY1
MOCS2	MOCS2
ZC3H7B	ZC3H7B
MFSD6	MFSD6
DMC1	DMC1
POU4F3	POU4F3
NUP155	NUP155
RGS21	RGS21
EYA3	EYA3
RHOBTB3	RHOBTB3
SNORD58	SNORD58C
DECR1	DECR1
U6	RNU6-1117P
	SNORD121B
RGS18	RGS18
RANGAP1	RANGAP1
ZBTB33	ZBTB33
HIBCH	HIBCH
gga-mir-122-1	MIR122
RGS5	RGS5
ARRDC3	ARRDC3
CHADL	CHADL
JAK2	JAK2
TPH2	TPH2
PKIB	PKIB
TGFBI	TGFBI
L3MBTL2	L3MBTL2
DDX17	DDX17
HDHD2	HDHD2
SERINC1	SERINC1
TRHDE	TRHDE
CALB1	CALB1
MSTN	MSTN
LECT2	LECT2
NSDHL	NSDHL
WDR70	WDR70
KCNE1	KCNE1
EP300	EP300
A4GALT	A4GALT
CTHRC1	CTHRC1
HTATIP2	HTATIP2
KCNC2	KCNC2
PTAFR	PTAFR
CETN1L	CETN1
HSF2	HSF2
KDELR3	KDELR3
SLC25A32	SLC25A32
GDNF	GDNF
RCAN1	RCAN1
CLK4	CLK4
	ENTR1
DCAF13	DCAF13
PMS1	PMS1
KCNJ4	KCNJ4
	KCMF1
RIC1	RIC1
MFAP3	MFAP3
CAPS2	CAPS2
ORMDL1	ORMDL1
CLIC6	CLIC6
STK38L	STK38L
	GINS2
FAM114A2	FAM114A2
RBX1	RBX1
RGMB	RGMB
ERMP1	ERMP1
NKAIN1	NKAIN1
ST8SIA3L	ST8SIA3
GLIPR1L1	GLIPR1L1
GLIPR1L1	GLIPR1L2
STRAP	STRAP
XPNPEP3	XPNPEP3
CSNK1E	CSNK1E
NKAPL	NKAP
EGFLAM	EGFLAM
RUNX1	RUNX1
GLRX	GLRX
	SLC16A11
EBF1	EBF1
SNRNP40	SNRNP40
MLANA	MLANA
GLIPR1	GLIPR1L1
GLIPR1	GLIPR1L2
SETD4	SETD4
OSGEPL1	OSGEPL1
	SMAD2
AKAP14	AKAP14
IL6ST	IL6ST
ATF6B	ATF6
ZCCHC17	ZCCHC17
NDUFA1	NDUFA1
Vault	Vault
Vault	VTRNA2-2P
SNORD63	SNORD63
UPF3B	UPF3B
GJA1	GJA1
FBN2	FBN2
gga-mir-143	MIR143
gga-mir-145	MIR145
ASNSD1	ASNSD1
NCK1	NCK2
CLINT1	CLINT1
gga-mir-103-1	MIR103A1
ST13P5	ST13
gga-mir-218-2	MIR218-2
KIAA2026	BRD10
RIMS2	RIMS2
FABP3	FABP3
DERA	DERA
OLFML2B	OLFML2B
TBC1D32	TBC1D32
IL9	IL9
ANKRD55	ANKRD55
SLC25A17	SLC25A17
UIMC1	UIMC1
CBR3	CBR1
GLIPR1L	GLIPR1L1
GLIPR1L	GLIPR1L2
ECRG4	ECRG4
LSM11	LSM11
SLC12A2	SLC12A2
UNC5A	UNC5A
GLDC	GLDC
MFSD7	SLC49A3
KRR1	KRR1
SLC9A2	SLC9A2
NKRF	NKRF
HSD17B7	HSD17B7
HTR1A	HTR1A
KICS2	KICS2
DDR2	DDR2
ARNTL2	BMAL2
TMEM184B	TMEM184B
RPL18A	RPL18A
MFSD9	MFSD9
HARS1	HARS1
HARS1	HARS2
DOP1B	DOP1B
SERINC2	SERINC2
UBE2A	UBE2A
MAFF	MAFF
ADGRV1	ADGRV1
UAP1	UAP1
SLC40A1	SLC40A1
GRIK2	GRIK2
STEEP1	STEEP1
TMEM182	TMEM182
DCSTAMP	DCSTAMP
PLA2G6	PLA2G6
QRSL1	QRSL1
SCMH1	SCMH1
DPYS	DPYS
SLC25A5	SLC25A5
SLC15A5	SLC15A5
UHMK1	UHMK1
MYLK2	MYLK2
BAIAP2L2	BAIAP2L2
MAP3K1	MAP3K1
MORC4	MORC3
SLC25A43	SLC25A43
LRP12	LRP12
SLC25A48	SLC25A48
NOS1AP	NOS1AP
NOS1AP	C1orf226
FSD1L	FSD1L
SLC12A5	SLC12A5
CTPS1	CTPS1
WDR75	WDR75
XPOT	XPOT
SLC16A8	SLC16A8
MKL1	MRTFA
	EOLA1
	EOLA2
PARP12	PARP12
FKTN	FKTN
	COL5A2
RTN4IP1	RTN4IP1
COL5A2	COL5A2
ARHGEF7	ARHGEF7
NCOA5	NCOA5
CHAF1B	CHAF1B
SGSM3	SGSM3
LYSMD3	LYSMD3
CXCL14	CXCL14
GPN2	GPN2
TBK1	TBK1
NEUROG1	NEUROG1
GPATCH3	GPATCH3
ADSL	ADSL
CLDN14	CLDN14
SIM2	SIM2
ZFPM2	ZFPM2
C23H1ORF109	AIRIM
HLCS	HLCS
SETD9	SETD9
RIPPLY3	RIPPLY3
ANKRD10	ANKRD10
RFESD	RFESD
CD40	CD40
PIGP	PIGP
TARS	TARS1
ARSK	ARSK
RNF114	RNF114
PCBD2	PCBD2
PPFIBP1	PPFIBP1
POU3F3	POU3F3
RASSF3	RASSF3
SPATA2	SPATA2
TTC37	SKIC3
TXNDC15	TXNDC15
TTC3	TTC3
TMEM121	TMEM121
	TNFSF13B
TMEM185B	TMEM185A
FAM81B	FAM81B
TEDC1	TEDC1
	LIMS2
TNRC6B	TNRC6B
MCTP1	MCTP1
GNS	GNS
	RANBP2
TBXAS1	TBXAS1
ABCC9	ABCC9
CRIP1	CRIP1
AIM1	CRYBG1
IDS	IDS
FAM83F	FAM83F
NUDC	NUDC
DSCR3	VPS26C
SLC9A8	SLC9A8
TNFSF13B	TNFSF13B
KCNJ8	KCNJ8
ADAMTS12	ADAMTS12
HIPK2	HIPK2
OXR1	OXR1
TBC1D30	TBC1D30
C5orf24	C5orf24
DYRK1A	DYRK1A
NR0B2	NR0B2
CLTA	CLTA
LDHB	LDHB
DDX46	DDX46
KDF1	KDF1
SLC45A2	SLC45A2
ABRA	ABRA
B4GALT5	B4GALT5
GRAP2	GRAP2
MRPS9	MRPS9
CAMLG	CAMLG
RALYL	RALYL
GYS2	GYS2
AMACR	AMACR
KCNJ6	KCNJ6
AFF2	AFF2
C1QTNF3	C1QTNF3
KIAA1549	KIAA1549
CRIP2	CRIP2
SH2D1A	SH2D1A
RAI14	RAI14
SF3A3	SF3A3
TGFBRAP1	TGFBRAP1
CSTF1	CSTF1
C2orf49	C2orf49
ATP6V0A4	ATP6V0A4
GNE	GNE
DUSP6	DUSP6
CITED4	CITED4
RTFDC1	RTF2
GBP1	GBP6
FHL2	FHL2
LRRCC1	LRRCC1
GCNT7	GCNT7
MON2	MON2
SVOPL	SVOPL
RAD1	RAD1
SEC24A	SEC24A
SULT4A1	SULT4A1
TRIM24	TRIM24
LNPEP	LNPEP
ATG5	ATG5
	TXNL1
AURKB	AURKA
E2F5	E2F5
MTA1	MTA1
PPM1H	PPM1H
SHB	SHB
SAR1B	SAR1B
BRIX1	BRIX1
STX12	STX12
C8orf59	RBIS
PTPRB	PTPRB
FAM210B	FAM210B
JADE2	JADE2
CA13	CA13
ATP11A	ATP11A
DNAJC21	DNAJC21
PACS2	PACS2
KIAA1755	KIAA1755
PNPLA3	PNPLA3
PTPRR	PTPRR
INPP5B	INPP5B
GULP1	GULP1
STAG2	STAG2
MTF1	MTF1
MAPRE1	MAPRE1
